x,y
31073,35703
31587,38027
32511,41666
32943,44117
32253,48179
32069,50182
52476,46804
69495,44761
69195,43132
69602,42111
68851,40928
67254,39928
66135,38843
64536,36872
63435,35023
64295,33342
65670,31739
67471,29204
31073,35703
